Temperature,DewPoint,Humidity,Load
8.41,-7.9,2.07,4653.53
11.41,-7.13,2.19,4878.79
15.78,-7.18,2.19,5036.36
17.83,-7.96,2.05,4840.5
17.28,-7.8,2.08,4492.24
18.11,-7.64,2.11,3996.14
17.95,-7.57,2.12,3899.9
16.92,-5.81,2.47,3803.51
13.81,-0.88,3.62,3768.46
11.9,-4.48,2.73,3954.58
10.9,-4.98,2.62,4217.27
10.26,-5.29,2.56,4199.04
9.69,-5.5,2.51,3982.07
8.82,-5.39,2.54,3759.3
7.62,-4.99,2.62,3378.98
7.05,-4.4,2.75,2784.25
6.19,-4.38,2.76,2259.44
5.47,-4.08,2.83,1951.16
5.01,-3.71,2.91,1804.89
4.64,-3.35,2.99,1748.51
4.85,-2.7,3.14,1821.56
5.15,-2.37,3.22,2233.61
5.43,-2.32,3.23,3266.09
6.8,-0.51,3.71,4170.76
9.11,-1.81,3.36,4482.22
11.66,-1.33,3.48,4678.05
15.51,-1.32,3.49,4762.78
17.92,-2.62,3.16,4572.76
18.64,-2.89,3.1,4240.19
19.12,-2.74,3.14,3797.95
19.38,-2.32,3.24,3748.71
18.58,-0.05,3.87,3668.01
15.82,3.83,5.07,3653.94
13.68,0.88,4.1,3906.64
12.83,0.58,4.01,4129.26
12.29,0.4,3.96,4035.12
12.41,0.48,3.98,3786.8
12.6,0.26,3.92,3518.19
12.73,0.12,3.88,3181.74
12.01,-0.45,3.72,2642.43
10.49,-0.57,3.69,2162.59
9.32,-0.24,3.79,1895.27
7.17,0,3.86,1761.61
5.96,0.57,4.02,1699.19
5.46,1.7,4.37,1776.21
4.85,3.08,4.81,2200.17
4.39,4.28,5.22,3231.67
6.13,5.2,5.56,4072.25
8.62,5.85,5.82,4485.97
12.52,6.23,5.98,4700.67
17.55,3.95,5.1,4821.72
19.88,2.68,4.66,4710.84
21.22,2.1,4.48,4398.24
21.89,1.83,4.4,3910.22
21.67,1.96,4.44,3730.81
20.7,3.18,4.85,3609.27
17.65,6.29,6.04,3525.32
14.49,4.82,5.44,3658.06
12.71,5.12,5.54,3909.79
11.82,5.4,5.65,3837.02
11.01,5.46,5.67,3639.87
9.97,5.44,5.66,3342.26
9.19,5.4,5.64,3033.47
8.61,5.35,5.63,2572.44
8.13,5.34,5.62,2122.74
7.68,5.36,5.63,1868.69
7.24,5.42,5.66,1732.81
6.86,5.5,5.69,1689.88
6.46,5.6,5.73,1777.52
6.16,5.7,5.77,2153.38
6.25,5.79,5.8,2975.97
8.43,6.08,5.92,3764.67
11.15,6.26,5.98,4134.44
14.57,6.5,6.08,4302.6
19.58,4.75,5.39,4456.14
21.4,3.95,5.1,4313.47
22.36,3.56,4.97,4002.42
22.64,3.37,4.91,3540.21
22.28,3.25,4.87,3435.7
21.41,3.82,5.07,3320.13
19.74,5.12,5.57,3260.93
17.91,3.64,5.01,3464.75
16.61,3.52,4.96,3680.3
15.07,3.64,5,3611.89
14.12,3.53,4.96,3367.63
13.04,3.38,4.91,3157.22
11.91,3.43,4.92,2872
10.11,3.67,5.01,2430.74
8.82,3.85,5.08,2034.99
8.06,3.98,5.12,1785.12
7.5,4.09,5.17,1657.53
7.1,4.19,5.2,1597.82
6.9,4.25,5.22,1654.68
7.01,4.28,5.23,1895.41
7.37,4.31,5.24,2411.16
9.16,4.97,5.49,3129.47
11.73,5,5.49,3781.42
14.58,5.69,5.76,4241.02
19.72,4.89,5.45,4558.51
21.94,4.5,5.3,4461.2
22.76,4.63,5.36,4310.98
23.06,4.78,5.42,3760.27
22.8,4.91,5.47,3482.55
21.77,6.77,6.26,3200.84
18.93,8.18,6.9,3099.34
16.67,6.23,6,3226.88
15.45,5.99,5.9,3473.65
14.68,5.9,5.86,3421.85
14.03,5.63,5.75,3236.27
13.43,5.38,5.65,3046.7
12.68,5.12,5.55,2762
11.81,4.77,5.41,2330.55
10.89,4.38,5.26,1944.29
10.13,4.14,5.18,1712.8
9.33,4.03,5.14,1604.27
8.57,4,5.13,1561.4
7.91,3.97,5.12,1658
7.45,3.92,5.1,2097.12
7.43,3.87,5.08,3121.65
9.4,4.48,5.3,3887.92
11.59,4.32,5.23,4149.55
14.83,4.91,5.45,4309.32
19.55,4.82,5.42,4365.78
22.66,5.66,5.76,4203.57
23.77,5.81,5.83,3926.28
24.13,5.63,5.76,3500.12
23.43,5.67,5.78,3432.62
21.62,9.18,7.42,3350.1
19.19,9.63,7.6,3289.38
18.16,7.85,6.73,3418.83
17.92,7.47,6.55,3660.37
17.49,6.84,6.27,3625.9
17.35,6.61,6.17,3350.19
16.56,6.72,6.22,3072.97
15.96,6.82,6.27,2772.99
15.27,6.99,6.34,2350.12
14.71,7.15,6.41,1967.29
14.24,7.29,6.47,1744.21
13.56,7.62,6.63,1627.26
12.76,8.09,6.84,1587.45
12.29,8.51,7.05,1678.87
12.12,9,7.28,2095.07
12.13,9.6,7.57,3049.25
13.23,10.58,8.09,3827.96
14.39,11.72,8.71,4083.67
16.12,12.92,9.43,4276.06
17.24,13.66,9.89,4398.66
18.17,14.06,10.16,4268.56
19.99,14.32,10.34,3975.4
21.48,14.25,10.32,3572.46
22.02,13.88,10.08,3516.16
21.38,13.75,9.99,3449.06
19.56,13.93,10.12,3393.27
17.65,13.92,10.12,3495.78
16.38,13.94,10.13,3660.68
15.14,13.8,10.04,3602.51
14.11,13.58,9.91,3344.3
13.24,13.36,9.78,3040.25
12.35,12.94,9.53,2733.46
11.56,12.4,9.2,2313.22
10.9,11.83,8.85,1952.72
10.47,11.26,8.51,1738.04
10.37,10.74,8.2,1633.08
10.32,10.26,7.93,1594.13
10.04,9.86,7.71,1696.18
9.91,9.59,7.57,2118.84
9.33,9.36,7.44,3066.02
10.65,9.73,7.63,3830.51
12.41,10.41,7.99,4074.26
15.73,11.28,8.46,4331.01
19.34,10.75,8.17,4490.9
21.07,10.19,7.88,4444.77
21.98,9.72,7.64,4184.57
22.23,9.28,7.43,3790.57
22.08,8.82,7.2,3712.05
21.43,8.61,7.1,3617.85
18.76,10.41,8.04,3463.08
15.8,8.76,7.17,3595.79
14.74,7.98,6.79,3734.77
13.99,7.28,6.48,3612.47
13.26,6.42,6.11,3344.87
12.5,5.3,5.65,3026.29
11.69,3.92,5.14,2756.69
10.85,2.52,4.65,2392.66
9.96,1.46,4.3,2034.24
9.08,0.95,4.15,1810.52
8.24,0.96,4.16,1684.74
7.57,1.23,4.24,1622.89
7.02,1.68,4.38,1681.02
6.53,2.26,4.57,1918.91
6.18,2.84,4.75,2366.6
8.23,3.47,4.97,2939.9
10.67,4.08,5.18,3452.46
14.52,4.5,5.32,3793.41
19.31,4.03,5.15,3917.36
21.11,5.1,5.56,3791.75
22.01,5.1,5.56,3576.12
22.35,4.6,5.38,3209.42
21.89,3.74,5.07,2853.92
20.55,3.14,4.87,2601.2
16.93,4.55,5.37,2496.6
13.16,3.12,4.84,2646.49
11.86,1.94,4.44,2903.15
10.65,1.4,4.26,2945.26
9.59,0.97,4.13,2864.27
8.69,0.4,3.96,2769.72
7.83,-0.18,3.8,2483.62
7.03,-0.71,3.65,2101.83
6.28,-1.13,3.54,1756.5
5.63,-1.48,3.45,1551.41
5.05,-1.77,3.37,1458.48
4.55,-2.01,3.31,1431.16
4.16,-2.19,3.27,1519.53
3.81,-2.29,3.24,1926.17
3.59,-2.35,3.22,2866.4
6.28,-2.36,3.22,3720.51
9.09,-1.95,3.32,4117.8
13.32,-0.75,3.63,4380
18.02,-0.04,3.84,4651.72
19.81,-0.41,3.75,4524.14
20.95,-1.17,3.55,4209.57
21.52,-1.9,3.36,3644.07
21.38,-2.71,3.16,3493.8
20.35,-2.68,3.16,3381.93
16.17,1.27,4.26,3321.82
11.82,-0.1,3.83,3461.89
10.53,-0.8,3.63,3682.08
9.51,-1.23,3.52,3756.12
8.62,-1.71,3.39,3561.12
7.87,-2.27,3.25,3257.23
7.16,-2.75,3.13,2991.69
6.51,-3.07,3.06,2584.08
5.93,-3.25,3.02,2199.27
5.43,-3.31,3,1983.82
4.89,-3.3,3,1869.51
4.32,-3.3,3,1810.85
3.81,-3.4,2.98,1868.18
3.39,-3.56,2.94,2195.4
3.22,-3.72,2.91,2898.5
6.74,-3.7,2.91,3629.72
10.11,-3.69,2.91,4027.83
14.34,-2.47,3.2,4240.95
19.53,-2.94,3.09,4327.25
21.88,-3.34,3,4165.84
23.3,-3.6,2.94,3858.35
24.08,-3.86,2.89,3432.61
24.05,-3.98,2.86,3265.07
23.1,-2.48,3.24,3131.2
19.07,3.95,5.17,3082.22
15.88,0.07,3.9,3237.23
14.43,-0.48,3.74,3504.88
13.61,-0.84,3.63,3409.27
13.21,-1.33,3.5,3228.27
12.77,-1.68,3.41,3025.81
12.04,-1.74,3.39,2763.59
11.27,-1.75,3.39,2364.4
10.3,-1.68,3.41,1981.36
8.93,-1.42,3.48,1741.67
7.8,-1.17,3.55,1622.12
7.16,-0.99,3.59,1566.37
6.56,-0.81,3.64,1627.4
6,-0.62,3.69,1871.92
5.94,-0.39,3.75,2370.68
9.27,0.12,3.89,3016.67
12.25,0.38,3.96,3674.68
16.04,1.09,4.17,4133.87
19.55,0.18,3.9,4409.66
18.91,2.16,4.53,4371.95
17.68,5.48,5.71,4254.93
19.35,6.52,6.15,3640.07
21.02,6.24,6.04,3331.5
21.43,6.62,6.19,3250.4
18.54,8.78,7.18,3177.11
15.69,6.7,6.22,3314.73
14.95,6.29,6.04,3440.52
14.37,6.11,5.96,3454.74
13.83,6.14,5.97,3303.61
13.5,6.29,6.03,3091.04
13.2,6.48,6.11,2780.91
12.95,6.58,6.16,2306.55
12.45,6.54,6.14,1924.91
11.76,6.47,6.11,1689.39
11.1,6.35,6.06,1584.2
10.49,6.17,5.98,1536.54
9.95,5.91,5.87,1614.27
9.85,5.81,5.82,1995.47
9.98,6.11,5.94,2890.4
10.23,6.75,6.2,3639.99
10.53,7.72,6.61,4078.12
12.45,8.88,7.15,4287.23
13.53,9.25,7.33,4552.88
14.95,9.41,7.42,4446.68
16.25,9.38,7.42,4212.91
17.25,9.01,7.25,3771.42
17.81,8.77,7.14,3740.47
17.6,8.88,7.2,3611.38
16.01,10.13,7.82,3511.36
14.31,10.28,7.89,3556.04
13.92,10.59,8.05,3674.21
13.43,10.92,8.22,3681.6
12.88,11.01,8.26,3467.45
11.83,10.84,8.17,3237.88
10.71,10.61,8.05,2891.82
9.97,10.42,7.95,2429.58
9.46,10.3,7.89,2036.38
9.02,10.23,7.85,1785.19
8.6,10.21,7.84,1671.65
8.24,10.19,7.83,1629.07
8.02,10.08,7.77,1711.06
7.91,9.94,7.7,2135.7
8.01,9.82,7.63,3072.6
10.87,9.91,7.67,3881.09
13.75,10.47,7.96,4178.26
17.19,10.99,8.24,4450.96
19.51,10.97,8.23,4568.26
21.14,10.79,8.14,4388.19
22.27,10.65,8.07,4081.23
22.83,10.39,7.94,3610.4
22.57,10.05,7.77,3548.89
21.44,9.72,7.6,3487.05
18.85,10.01,7.75,3431.94
14.69,9.5,7.48,3591.61
13.25,8.73,7.1,3780.81
12.04,7.79,6.66,3709.97
10.99,6.68,6.17,3495.71
10.1,5.64,5.73,3224.97
9.29,4.84,5.42,2895.53
8.63,4.31,5.23,2448.64
8.1,4,5.11,2046.65
7.6,3.84,5.06,1797.35
7.08,3.76,5.03,1679.89
6.63,3.68,5,1635.04
6.28,3.65,5,1722.12
5.94,3.67,5,2139.19
5.78,3.74,5.02,3156.48
7.64,3.98,5.11,4005.55
10.64,4.66,5.35,4289.81
15.28,5.56,5.7,4493.59
18.72,5.41,5.64,4600.79
20.43,4.98,5.48,4418.7
21.67,4.52,5.31,4079.08
22.5,3.8,5.05,3629.69
22.54,3.41,4.92,3509.03
21.68,3.58,4.98,3388.18
18.16,6.4,6.08,3333.29
13.71,5.13,5.55,3456.44
12.5,4.34,5.25,3714.26
11.69,3.7,5.01,3639.87
10.92,3.08,4.79,3473.49
10.2,2.49,4.6,3216.07
9.65,1.98,4.43,2884.49
9.22,1.54,4.3,2448.36
8.7,1.19,4.19,2047.86
8.05,0.94,4.12,1803.44
7.38,0.78,4.07,1682.38
6.77,0.7,4.05,1636.1
6.34,0.73,4.06,1710.04
5.99,0.86,4.1,2122.27
5.88,1.02,4.14,3102.65
8.48,1.33,4.23,3909.53
11.45,2.21,4.51,4163.56
15.76,3.72,5.02,4309.57
20.56,3.54,4.95,4368.55
22.99,3.28,4.86,4181.45
24.48,3.27,4.87,3851.24
25.26,3.38,4.91,3434.39
25.19,3.51,4.96,3375.62
24.17,4.33,5.26,3291.47
20.31,7.27,6.45,3242.11
15.79,5.98,5.89,3388.52
14.53,5.34,5.63,3617.4
13.65,4.86,5.44,3621.22
12.82,4.36,5.26,3376.37
12,3.83,5.06,3093.01
11.2,3.27,4.86,2796.25
10.44,2.73,4.68,2382.63
9.72,2.3,4.54,2003.29
9.03,2.03,4.45,1765.76
8.44,1.86,4.4,1662.16
7.98,1.72,4.36,1613.1
7.57,1.56,4.31,1696.92
7.24,1.34,4.24,2111.21
7.22,1.15,4.18,3129.04
10.88,1.32,4.23,3947.07
13.98,1.18,4.19,4281.37
17.7,2.54,4.63,4441.66
22.69,1.23,4.21,4561.25
24.54,0.94,4.11,4423.99
25.51,0.91,4.11,4119.08
25.93,0.88,4.11,3585.7
25.56,1.05,4.16,3423.83
24.33,2.54,4.64,3314.65
20.38,7.41,6.53,3246.55
16.75,5.31,5.63,3381.76
15.89,4.44,5.29,3616.62
15.22,3.85,5.07,3585.29
14.21,3.5,4.95,3326.63
13.05,3.29,4.87,3020.27
12.1,3.04,4.79,2722.52
11.35,2.79,4.71,2328.74
10.76,2.55,4.63,1983.6
10.24,2.29,4.55,1766.38
9.78,2.05,4.47,1658.33
9.38,1.84,4.41,1609.09
9.04,1.64,4.35,1678.01
8.77,1.47,4.29,2034.15
8.79,1.41,4.27,2802.86
12.28,1.71,4.36,3576.47
15.49,1.74,4.37,3923.6
19.38,3.11,4.82,3948.21
24.33,2.43,4.59,4080.28
26.11,2.77,4.71,3937.78
26.84,3.31,4.89,3669.85
27.04,3.68,5.03,3244.15
26.54,3.96,5.13,3130.97
25.38,4.89,5.48,3001.9
21.6,8.45,7.02,2966.55
17.37,7.43,6.53,3103.31
16.06,6.98,6.33,3321.73
15.11,6.79,6.24,3322.95
14.33,6.64,6.18,3093.38
13.74,6.57,6.15,2829.99
13.19,6.57,6.15,2559.99
12.59,6.61,6.17,2199.74
11.97,6.65,6.19,1880.09
11.36,6.67,6.2,1678.15
10.72,6.7,6.21,1555.84
10.07,6.75,6.24,1509
9.5,6.81,6.26,1573.32
9,6.82,6.27,1803.84
8.86,6.79,6.25,2315.47
12.15,6.95,6.32,3029.65
15,7.3,6.47,3615.07
19.24,8.08,6.82,3978.66
23.78,6.74,6.22,4185.43
25.25,6.43,6.09,4116.92
25.99,6.19,6,3838.85
26.23,5.77,5.83,3341.26
26.06,5.25,5.63,3086.69
25.24,5.38,5.68,2878.91
21.94,9.42,7.52,2775.26
19.31,6.71,6.23,2871.12
18.92,5.6,5.76,3124.14
18.35,5.12,5.57,3113.55
17.63,4.76,5.43,2929.03
16.79,4.48,5.32,2728.16
15.8,4.27,5.24,2464.31
14.72,4.12,5.19,2095.88
13.66,3.98,5.14,1799.32
12.84,3.77,5.07,1612.66
12.45,3.51,4.97,1523.32
12.24,3.42,4.94,1476.04
11.88,3.34,4.92,1575.4
11.02,3.44,4.95,1978.73
10.09,3.83,5.08,2918.58
13.34,5.22,5.6,3615.64
16.59,5.23,5.6,3832.12
20.58,5.92,5.88,3981.05
24.5,5.64,5.77,3997.26
27.24,5.22,5.61,3835.24
28.67,5.02,5.53,3753.08
29.26,4.85,5.47,3114.12
28.96,5.05,5.56,3098.44
27.98,5.99,5.94,3048.59
24.61,10.8,8.27,2991.41
22.05,8.29,6.95,3145.11
20.34,7.9,6.76,3385.38
18.57,7.81,6.72,3339.01
17.36,7.56,6.6,3078.6
16.73,7.14,6.41,2764.41
15.68,6.78,6.25,2505.16
14.7,6.37,6.08,2167.15
13.68,5.98,5.92,1870.59
12.78,5.62,5.77,1680.81
11.97,5.3,5.64,1598.02
11.42,5.04,5.55,1545.64
10.96,4.87,5.48,1620.99
10.51,4.79,5.44,2009.98
10.36,4.81,5.45,2905
13.21,5.11,5.56,3611.46
15.79,5.79,5.83,3803.82
20.02,6.79,6.24,3931.69
24.45,6.16,5.98,3979.59
25.55,6.22,6.01,3819.07
26.09,6.01,5.93,3583.54
26.24,5.46,5.71,3240.18
25.87,4.82,5.46,3184.02
24.75,4.31,5.28,3109.09
21.81,5.75,5.84,3071.44
17,5.79,5.84,3181.55
15.44,5,5.53,3398.13
14.4,4.3,5.25,3370.9
13.51,3.6,5,3105.13
12.73,3,4.79,2788.57
11.99,2.51,4.62,2503.69
11.29,2.14,4.5,2147.18
10.53,1.92,4.43,1853.44
9.84,1.73,4.37,1673.98
9.14,1.57,4.32,1581.83
8.44,1.42,4.28,1557.9
7.87,1.25,4.22,1630.37
7.4,1.09,4.17,2045.1
7.39,1.09,4.17,2967.8
11.34,1.54,4.31,3641.74
14.45,1.49,4.29,3877.44
18.75,2.49,4.61,3989.65
22.87,0.64,4.03,4063.3
24.37,-0.34,3.76,3865.39
25.35,-1.2,3.53,3574.76
25.8,-1.84,3.36,3253.05
25.56,-2.09,3.3,3212.67
24.51,-1.42,3.48,3107.93
21.02,4.16,5.26,3085.81
16.92,3.72,5.05,3251.05
16.25,2.61,4.65,3384.08
16.06,1.68,4.35,3328.65
15.9,0.66,4.04,3133
15.42,-0.04,3.84,2785.44
14.9,-0.44,3.74,2515.26
14.66,-1.07,3.57,2153.61
14.82,-1.81,3.37,1850.67
14.38,-2.21,3.27,1665.33
13.52,-2.09,3.31,1579.69
12.24,-1.64,3.42,1538.73
11.95,-1.63,3.43,1610.14
11.41,-1.49,3.46,2011.59
11.32,-1.29,3.51,2911.58
13.52,2.94,4.8,3617.17
17.09,-0.43,3.74,3750.18
20.62,0.54,4.01,3852.25
24.99,-0.73,3.65,3924.99
27.01,-0.15,3.81,3765.2
28.19,0.33,3.95,3567.14
28.62,0.85,4.11,3195.95
28.35,1.63,4.35,3139.33
27.65,2.79,4.73,3115.59
23.8,8.78,7.23,3091.2
19.28,6.69,6.23,3222.55
17.86,5.72,5.81,3412.58
16.95,5.41,5.68,3340.19
16.06,5.3,5.64,3084.64
15.25,5.23,5.61,2738.35
14.54,5.17,5.59,2426.81
13.91,5.18,5.59,2084.75
13.31,5.28,5.63,1822.04
12.68,5.49,5.72,1652.37
11.98,5.73,5.81,1558.55
11.33,5.96,5.91,1516.84
10.89,6.09,5.96,1605.44
10.69,6.05,5.94,2018.6
10.72,6.03,5.93,2871.55
13.29,6.38,6.08,3547.78
15.96,6.37,6.07,3744.89
20.12,6.82,6.26,3875.23
24.14,6.83,6.27,4001.85
27.58,6.69,6.21,3884.65
29.38,7.08,6.39,3699.01
30.31,7.46,6.57,3233.92
30.34,7.59,6.64,3144.12
29.49,7.84,6.76,3054.1
25.89,12.05,9.03,3004.6
21.81,10.02,7.83,3188.16
20.07,9.22,7.4,3400.3
18.65,8.9,7.23,3317.54
17.44,8.65,7.11,3034.49
16.71,8.54,7.05,2691.6
16.25,8.62,7.09,2426.15
15.94,8.72,7.14,2128.02
15.52,8.66,7.12,1870.9
14.65,8.42,7,1700.92
13.93,8.15,6.87,1602.91
13.22,7.84,6.73,1558.22
12.58,7.52,6.58,1623.53
12.02,7.22,6.45,1896.07
11.82,7.14,6.4,2472.89
14.81,7.49,6.56,3098.28
17.45,7.94,6.75,3465.12
21.9,8.36,6.95,3651.12
25.63,7.55,6.57,3767.1
26.77,6.72,6.21,3642.62
27.36,5.52,5.73,3483.34
27.42,4.18,5.22,3092.57
26.97,2.9,4.77,2991.87
25.86,2.69,4.71,2878.7
22.28,7.04,6.4,2882.75
18.16,5.6,5.76,2983.89
16.61,4.3,5.25,3198.45
15.47,3.3,4.89,3139.49
14.4,2.32,4.56,2905.83
13.38,1.37,4.26,2641.03
12.33,0.5,4,2396.02
11.24,-0.19,3.8,2129.06
10.23,-0.57,3.69,1870.47
9.33,-0.62,3.68,1701.03
8.63,-0.54,3.7,1616.89
8.05,-0.45,3.72,1585.1
7.53,-0.43,3.73,1640.35
7.07,-0.54,3.7,1853.48
7.06,-0.53,3.7,2283.02
10.54,-0.84,3.61,2857.4
13.29,-0.36,3.74,3309.75
17.64,0.55,4.01,3600.63
22.45,-3.63,2.92,3793.07
23.63,-3.97,2.84,3754.42
24.02,-3.93,2.85,3559.69
23.93,-4.06,2.82,3177.29
23.38,-4.32,2.77,2942.38
22.36,-4.36,2.76,2764.5
19.83,-2.34,3.24,2699.89
14.8,-0.15,3.8,2827.5
13.19,-0.56,3.69,3029.24
12.21,-1.01,3.57,3046.66
11.34,-1.49,3.44,2852.36
10.48,-1.87,3.34,2627.3
9.66,-2.21,3.26,2374.2
9.07,-2.66,3.15,2090.73
8.59,-3.15,3.03,1847.77
8.02,-3.61,2.93,1666.23
7.32,-4.02,2.84,1581.84
6.69,-4.49,2.73,1559.17
6.18,-5.11,2.6,1645.88
5.76,-5.8,2.46,2028.08
5.82,-6.54,2.32,2879.47
8.42,-7.24,2.19,3539.77
12.15,-6.44,2.34,3743.57
17.3,-5.57,2.51,3866.99
21.05,-6.48,2.33,3836.31
22.94,-6.97,2.23,3680.7
24.16,-7.46,2.14,3398.66
24.69,-7.88,2.07,3024.88
24.48,-8.01,2.04,2974.44
23.74,-7.56,2.13,2960.75
21,-4.71,2.71,2921.99
15.91,-2.77,3.14,3077.57
14.93,-4.11,2.83,3315.85
14.25,-4.98,2.63,3295.71
13.13,-5.09,2.61,3056.35
12.52,-5.38,2.55,2753.66
12.23,-5.85,2.45,2486.76
11.75,-6.09,2.4,2113.14
11.19,-6.22,2.38,1816.1
10.53,-6.26,2.37,1633.25
9.64,-5.93,2.44,1546.37
9.1,-5.78,2.47,1518.61
8.89,-5.91,2.44,1600.16
8.55,-5.72,2.48,2012.85
8.73,-5.4,2.54,2908.53
12.48,-6.43,2.34,3599.08
15.68,-5.98,2.43,3824.68
20.11,-4.9,2.65,3912.95
23.9,-5.62,2.49,3922.78
25.59,-4.27,2.78,3836.66
26.79,-2.99,3.08,3614.31
27.49,-2.03,3.31,3179.3
27.4,-1.51,3.45,2919.86
26.59,-0.63,3.7,2931.92
23.13,4.44,5.37,2995.12
18.58,4.21,5.24,3115.77
17.01,3.3,4.9,3314.36
15.99,2.43,4.61,3280.19
15.1,1.75,4.39,3041.14
14.44,1.05,4.17,2732.97
13.85,0.52,4.01,2461.24
13.35,0.16,3.9,2121.76
12.69,0.17,3.91,1844.4
11.98,0.31,3.95,1652.13
11.46,0.35,3.96,1573.27
11.11,0.32,3.96,1531.16
10.94,0.2,3.92,1621.15
11.08,-0.13,3.83,2015.51
11.6,-0.37,3.76,2883.37
14.52,-0.4,3.75,3621.84
17.71,0.48,4,3852.14
22.3,1.66,4.36,3965.16
26.39,1.71,4.36,4036.36
28.15,2.35,4.57,3894.78
29.39,2.83,4.73,3666.66
30.04,3.18,4.86,3225.7
29.94,3.41,4.94,3162.9
28.97,4.05,5.18,3097.6
25.3,7.62,6.69,3077.41
20.45,7.22,6.47,3142.77
18.83,6.42,6.11,3335.55
17.71,5.96,5.91,3334.54
16.58,5.47,5.71,3069.86
15.6,4.97,5.51,2754.37
14.76,4.52,5.33,2475.59
13.95,4.09,5.18,2132.53
13.24,3.7,5.03,1858.21
12.62,3.41,4.93,1675.34
12.01,3.27,4.89,1589.16
11.45,3.25,4.88,1552.7
10.99,3.25,4.88,1623.51
10.8,3.24,4.88,2009.7
11.18,3.51,4.97,2823.95
14.06,3.97,5.14,3501.7
16.83,4.23,5.23,3718.71
21.32,5.48,5.7,3806.92
25.09,6.18,5.98,3849.15
27.35,6.35,6.06,3735.9
28.56,6.6,6.17,3401.05
29.18,6.85,6.28,3117.23
29.18,7.06,6.38,3113.8
28.26,7.65,6.65,3070.96
24.95,11.19,8.47,3047.56
21.58,10.19,7.88,3211.45
21,9.71,7.63,3389.34
20.79,9.42,7.47,3314.26
20.24,8.91,7.21,3007.69
19.4,8.38,6.95,2674.77
18.72,8.18,6.85,2400.17
17.81,8.12,6.83,2078.1
17.01,8.05,6.79,1823.82
16.3,7.94,6.75,1659.97
15.63,7.82,6.69,1586.29
15.8,7.74,6.65,1552.84
15.99,7.67,6.62,1622.71
15.35,7.63,6.6,2008.57
14.13,7.69,6.62,2816.4
16.05,8.66,7.07,3500.64
18.61,8.44,6.96,3711.64
22.77,8.59,7.03,3913.53
26.59,7.76,6.66,4027.42
28.05,7.95,6.75,3909.23
29.16,7.95,6.76,3770.51
29.86,7.79,6.7,3316.52
29.97,7.37,6.51,3162.83
29.11,7.41,6.54,3130.19
25.72,11.16,8.49,3120.63
22,9.49,7.54,3165.56
21.2,8.37,6.97,3354.95
21,7.78,6.69,3289.32
21.19,7.26,6.45,2976.71
21.36,6.93,6.3,2664.57
20.55,6.54,6.14,2409.87
19.32,6.02,5.92,2125.99
17.41,5.91,5.88,1871.29
16.5,5.64,5.77,1697.27
15.46,5.27,5.63,1617.16
14.74,4.79,5.45,1583.29
14.32,4.28,5.25,1676.41
13.99,3.82,5.08,2035.09
14.08,3.63,5.01,2646.25
16.45,5.47,5.72,3357.87
19.33,4.09,5.17,3736.42
23.73,4.31,5.26,3866.55
28.29,2.55,4.64,3851.4
29.66,2.41,4.6,3543.63
30.48,2.47,4.63,3280.36
30.85,2.6,4.68,2865.7
30.51,2.88,4.78,2784.08
29.51,3.75,5.1,2699.42
26.22,9.59,7.71,2680.34
24.08,6,5.96,2780.85
23.97,4.25,5.27,2981.07
23.26,3.57,5.02,2981.66
21.99,3.06,4.83,2766.54
19.77,3.49,4.98,2527.08
19.06,2.96,4.79,2250.21
18.3,2.47,4.63,1986.31
17.53,1.96,4.46,1748.01
17.01,1.43,4.3,1599.75
17.19,0.68,4.07,1520.65
17.63,0.01,3.87,1492.5
17.32,-0.08,3.85,1553.46
17.02,-0.24,3.81,1785.96
16.77,-0.17,3.82,2217.46
17.86,2.47,4.65,2787.45
20.25,1.03,4.16,3222.9
23.86,2.4,4.6,3419.87
28.5,1.28,4.24,3607.85
29.96,0.94,4.13,3561.98
30.87,1.05,4.17,3363.46
31.47,1.09,4.18,2934.4
31.46,1.03,4.17,2856.31
30.64,1.8,4.42,2751.47
28.1,7.59,6.71,2719.99
25.16,4.98,5.56,2810.83
23.66,3.82,5.11,3005.51
22.71,3.36,4.94,2993.98
21.56,3.42,4.95,2782.07
20.91,4.24,5.25,2545.08
19.77,4.76,5.46,2316.86
18.24,4.43,5.33,2050.57
16.9,4.32,5.29,1802.1
15.91,4.48,5.35,1658.97
15.18,4.6,5.39,1587.29
14.74,4.65,5.41,1549.92
14.42,4.49,5.36,1641.42
14.13,4.13,5.22,2021.89
14.09,4.01,5.18,2796.31
17.53,4.8,5.51,3389.11
20.61,2.88,4.78,3537.44
24.76,3.07,4.85,3602.64
29.33,1.47,4.33,3696.69
32.29,0.1,3.9,3577.12
33.65,0.25,3.93,3427.6
34.25,1.32,4.25,3099.37
33.83,2.74,4.72,3042.14
32.6,4.67,5.44,3077.56
29.21,11.26,8.62,3049.69
27.51,7.61,6.69,3147.65
26.11,6.62,6.23,3319.25
23.21,7,6.4,3298.52
20.91,7.06,6.42,3028.45
19.58,6.47,6.17,2694.37
18.58,5.77,5.88,2461.36
17.66,4.92,5.55,2179.19
16.81,3.96,5.19,1947.68
16.04,3.19,4.92,1804.86
15.07,2.49,4.68,1726.71
14.1,1.96,4.5,1679.9
13.26,1.52,4.35,1749.54
12.69,1.23,4.25,2048.62
12.64,1.57,4.35,2811.07
15.83,0.72,4.11,3355.53
